respondent_id,age_group,gender,city_tier,occupation,monthly_income_band,monthly_income_inr,wardrobe_size_band,wardrobe_size_count,wardrobe_utilisation_pct,shopping_channels,purchase_frequency,monthly_clothing_spend_inr,annual_festive_spend_inr,festive_spend_band,style_types,ethnic_categories,saree_types,colour_palette,accessories,pain_occasions,daily_decision_minutes,purchase_drivers,weather_importance_score,prior_app_usage,privacy_comfort,preferred_features,subscription_willingness,social_media_influence_score,ai_trust_score,discovery_channels,fashion_identity,wardrobe_emotion,repeat_outfit_anxiety,sustainability_stance,return_regret_rate,trust_nano_influencer,trust_celebrity,trust_friend_family,trust_ai_recommendation,trust_brand_stylist,wardrobe_gap_score,impulse_buyer_flag,spend_power_index,engagement_likelihood_score,persona_archetype,outlier_flag,q25_platform_interest,target_interested
R0315,35-44,Woman,Metro,Salaried private,75001-150000,112500,More than 100,120,25,In-store mall/high street,Once a month,9485,27500,15001-40000,Boho/eclectic|Western formal|Casual/everyday basics,Salwar kameez/churidar|Kurta/kurti,I dont own sarees,Earth tones|Jewel tones|Printed/mixed patterns,Handbag/tote|Watch/smartwatch|Sneakers/casual shoes|Heels/formal footwear,Date night/parties|Formal meetings/interviews|Daily office/college,41,Price/discount|Trend/social media|Friend/family recommendation,3,Yes regularly,Comfortable with privacy controls,Smart shopping|Wardrobe gap analysis,1-99,4,4,Instagram Reels/posts|Bollywood/OTT celebrities,Dress for the occasion,Excited - love outfits,Somewhat concerned - mix it up,Important - but dont always follow through,Occasionally 1 in 5,3,1,4,4,4,9.0,0,49.9,81,Urban Trendsetter,None,"Might use, depends on features",Interested
R0316,35-44,Man,Tier 2,Salaried private,75001-150000,112500,41-70,55,50,In-store mall/high street|Instagram/social commerce|Myntra/Ajio/Nykaa Fashion,Once a month,4794,70000,40001-100000,Western formal,Salwar kameez/churidar|Kurta/kurti,I dont own sarees,Pastels,Kolhapuris/juttis|Dupatta/stole,Formal meetings/interviews,20,Brand name|Trend/social media|Sustainability/ethical brand,2,No but aware,Completely comfortable,Daily outfit suggestions|Occasion outfit planner|Style DNA report,100-249,2,3,Instagram Reels/posts|Friends and family,Clothing is purely functional,Frustrated - lots but stuck,Very concerned - avoid it,Important - but dont always follow through,Sometimes 1 in 3,2,4,2,3,3,2.8,0,47.1,73,Urban Trendsetter,None,"Might use, depends on features",Interested
R0317,18-24,Woman,Metro,Freelancer/gig worker,Above 150000,200000,More than 100,120,10,In-store mall/high street,Once every 2-3 months,12119,70000,40001-100000,Traditional ethnic|Western formal,Dhoti/lungi,I dont own sarees,Bright/vibrant|Neutrals,Western jewellery/minimalist|Handbag/tote,Formal meetings/interviews,40,Brand name|Friend/family recommendation,2,Yes tried once or twice,Comfortable with privacy controls,Weather-based dressing|Daily outfit suggestions,100-249,4,4,Instagram Reels/posts,Dress for the occasion,Guilty - know I overbuy,Not concerned - repeat freely,Never thought about this,Occasionally 1 in 5,4,4,4,4,4,10,0,81.7,57,Urban Trendsetter,None,Unlikely - not for me,Not Interested
R0318,25-34,Man,Tier 1,Salaried private,75001-150000,112500,20-40,30,70,In-store mall/high street,Rarely,6311,70000,40001-100000,Indo-western fusion|Streetwear/athleisure,None,I dont own sarees,Earth tones|Neutrals|Jewel tones,Dupatta/stole|Handbag/tote|Western jewellery/minimalist,Weddings/festive,0,Trend/social media|Occasion need,2,No but aware,Completely comfortable,Wardrobe gap analysis|Daily outfit suggestions,100-249,2,3,Friends and family|Pinterest/mood boards,Dress for the occasion,Confident - wardrobe works,Not concerned - repeat freely,Neutral - consider sometimes,Often 1 in 2,3,2,5,3,3,0.9,1,50.7,30,Functional Minimalist,None,Definitely not interested,Not Interested
R0319,25-34,Man,Metro,Salaried govt/PSU,Below 20000,12000,41-70,55,50,Amazon/Flipkart,Seasonally,450,27500,15001-40000,Traditional ethnic,Dhoti/lungi|Saree,Silk Banarasi/Kanjeevaram|Printed/block print|Cotton Tant/Chanderi,Jewel tones|Earth tones|Monochrome,Western jewellery/minimalist|Handbag/tote|Sneakers/casual shoes|Jhumkas/traditional jewellery,Daily office/college,28,Comfort and fabric quality|Price/discount|Trend/social media,4,No but aware,Comfortable with privacy controls,Occasion outfit planner|Daily outfit suggestions,1-99,5,4,Bollywood/OTT celebrities,I follow trends,Frustrated - lots but stuck,Very concerned - avoid it,Not a priority - price first,Occasionally 1 in 5,,,4,4,3,2.8,0,8.7,62,Budget Conscious,None,Likely to try it out,Interested
R0320,18-24,Man,Tier 1,Freelancer/gig worker,20001-40000,30000,20-40,30,60,Amazon/Flipkart,Once a month,2073,3500,2000-5000,Traditional ethnic|Indo-western fusion|Casual/everyday basics,None|Kurta/kurti|Lehenga,I dont own sarees,Bright/vibrant,Watch/smartwatch|Handbag/tote|Kolhapuris/juttis,Weddings/festive|Casual outings/weekend,38,Price/discount|Trend/social media,3,No not aware,Completely comfortable,Weather-based dressing|Daily outfit suggestions,0 free only,3,2,Instagram Reels/posts,Clothing is purely functional,Overwhelmed - too many choices,Not concerned - repeat freely,Not a priority - price first,Often 1 in 2,,4,4,2,5,1.2,1,11.5,43,Budget Conscious,None,"Might use, depends on features",Interested
R0321,35-44,Man,Tier 2,Homemaker,75001-150000,112500,20-40,30,60,Myntra/Ajio/Nykaa Fashion|Local market|Amazon/Flipkart,Once every 2-3 months,7116,27500,15001-40000,Traditional ethnic,Sherwani/bandgala|Kurta/kurti|Saree,Designer/embroidered,Printed/mixed patterns,Handbag/tote|Watch/smartwatch|Jhumkas/traditional jewellery,Daily office/college|Weddings/festive,34,Brand name|Occasion need,5,No but aware,Neutral/unsure,Occasion outfit planner|Style DNA report|Daily outfit suggestions,250-499,4,3,Bollywood/OTT celebrities|Friends and family,Clothing is purely functional,Overwhelmed - too many choices,Very concerned - avoid it,Very important - actively buy sustainable,Occasionally 1 in 5,,3,4,3,1,1.2,0,44.4,61,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0322,35-44,Woman,Tier 3,Salaried private,Below 20000,12000,41-70,55,60,Myntra/Ajio/Nykaa Fashion|In-store mall/high street|Amazon/Flipkart,Seasonally,1191,27500,15001-40000,Traditional ethnic|Casual/everyday basics|Western formal,Salwar kameez/churidar|Kurta/kurti|None,I dont own sarees,Printed/mixed patterns|Earth tones|Monochrome,Western jewellery/minimalist|Heels/formal footwear,Date night/parties|Weddings/festive,15,Occasion need|Sustainability/ethical brand|Trend/social media,3,No but aware,Comfortable with privacy controls,Daily outfit suggestions|Occasion outfit planner|Style DNA report,,1,3,Friends and family,Clothing is purely functional,Overwhelmed - too many choices,Not concerned - repeat freely,Not a priority - price first,Sometimes 1 in 3,4,1,4,3,3,2.2,0,10.5,38,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0323,35-44,Woman,Tier 2,Salaried govt/PSU,75001-150000,112500,41-70,55,60,In-store mall/high street|Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion,Seasonally,5664,27500,15001-40000,Traditional ethnic,Lehenga|Salwar kameez/churidar,I dont own sarees,Jewel tones|Neutrals,Heels/formal footwear|Watch/smartwatch|Western jewellery/minimalist,Casual outings/weekend,17,Occasion need|Comfort and fabric quality|Sustainability/ethical brand,3,No but aware,Comfortable with privacy controls,Occasion outfit planner|Wardrobe gap analysis|Smart shopping,1-99,2,2,In-store browsing,I follow trends,Indifferent - just clothes,Very concerned - avoid it,Important - but dont always follow through,Occasionally 1 in 5,2,2,3,2,3,2.2,0,41.0,37,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0324,18-24,Woman,Metro,Salaried private,40001-75000,57500,More than 100,120,30,Instagram/social commerce|In-store mall/high street|Amazon/Flipkart,Once a month,2654,27500,15001-40000,Western formal|Traditional ethnic|Indo-western fusion,Kurta/kurti,I dont own sarees,Printed/mixed patterns|Bright/vibrant,Western jewellery/minimalist|Jhumkas/traditional jewellery|Heels/formal footwear,Casual outings/weekend,12,Price/discount|Brand name|Occasion need,2,No not aware,Completely comfortable,Wardrobe gap analysis|Weather-based dressing|Smart shopping,0 free only,3,2,YouTube fashion vlogs|Instagram Reels/posts,Dress to signal status,Overwhelmed - too many choices,Somewhat concerned - mix it up,Important - but dont always follow through,Often 1 in 2,3,2,4,2,5,8.4,1,23.0,41,Aspiring Premium,None,Definitely not interested,Not Interested
R0325,25-34,Man,Metro,Salaried govt/PSU,Below 20000,12000,71-100,85,30,Subscription box,Rarely,743,3500,2000-5000,Indo-western fusion,None|Kurta/kurti|Dhoti/lungi,,Neutrals,Western jewellery/minimalist|Kolhapuris/juttis,Formal meetings/interviews,18,Comfort and fabric quality|Occasion need|Price/discount,2,Yes regularly,Comfortable with privacy controls,Wardrobe gap analysis|Smart shopping,250-499,2,4,YouTube fashion vlogs|Friends and family,Dress for the occasion,Confident - wardrobe works,Neutral - depends,Never thought about this,Occasionally 1 in 5,2,2,4,4,5,5.9,0,4.8,44,Functional Minimalist,None,Definitely not interested,Not Interested
R0326,55+,Man,Metro,Salaried private,40001-75000,57500,20-40,30,65,In-store mall/high street,Rarely,2881,3500,2000-5000,Casual/everyday basics|Western formal|Maximalist/statement,Kurta/kurti,I dont own sarees,Neutrals|Earth tones,Sneakers/casual shoes|Cap/hair accessories|Watch/smartwatch,Travel/vacation|Formal meetings/interviews|Weddings/festive,25,Occasion need|Comfort and fabric quality,5,No not aware,Completely comfortable,Weather-based dressing|Occasion outfit planner,250-499,2,3,Friends and family,Dress for the occasion,Frustrated - lots but stuck,Not concerned - repeat freely,Not a priority - price first,Occasionally 1 in 5,3,2,4,3,5,1.1,0,18.9,45,Functional Minimalist,None,Unlikely - not for me,Not Interested
R0327,25-34,Man,Metro,Homemaker,75001-150000,112500,41-70,55,70,Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion,Seasonally,4544,70000,40001-100000,Boho/eclectic|Casual/everyday basics|Traditional ethnic,Anarkali/palazzo|Lehenga,I dont own sarees,Bright/vibrant|Earth tones|Printed/mixed patterns,Watch/smartwatch|Western jewellery/minimalist,Formal meetings/interviews,7,Price/discount|Comfort and fabric quality,2,No but aware,Completely comfortable,Daily outfit suggestions|Wardrobe gap analysis|Smart shopping,250-499,4,3,Instagram Reels/posts|Friends and family,Dress for the occasion,Indifferent - just clothes,Neutral - depends,Important - but dont always follow through,Sometimes 1 in 3,3,3,3,3,3,1.7,0,46.6,33,Urban Trendsetter,None,Definitely not interested,Not Interested
R0328,18-24,Woman,Tier 2,Self-employed/business,20001-40000,30000,Fewer than 20,12,85,Instagram/social commerce,Rarely,2260,3500,2000-5000,Casual/everyday basics|Traditional ethnic,Salwar kameez/churidar|Kurta/kurti|Saree,Silk Banarasi/Kanjeevaram|Georgette/chiffon|Printed/block print,Pastels,Jhumkas/traditional jewellery|Watch/smartwatch|Handbag/tote|Sneakers/casual shoes,Casual outings/weekend|Daily office/college,2,Occasion need|Comfort and fabric quality,4,No not aware,Comfortable with privacy controls,Weather-based dressing|Daily outfit suggestions,0 free only,4,4,Friends and family|In-store browsing,Clothing is purely functional,Overwhelmed - too many choices,Very concerned - avoid it,Important - but dont always follow through,Almost never - buy intentionally,3,3,3,4,3,0.2,0,11.9,66,Budget Conscious,None,Definitely will use - I need this,Interested
R0329,45-54,Man,Tier 1,Salaried govt/PSU,75001-150000,112500,More than 100,120,35,Amazon/Flipkart|Local market,Once a month,6803,27500,15001-40000,Traditional ethnic,Saree,Silk Banarasi/Kanjeevaram|Printed/block print|Cotton Tant/Chanderi,Bright/vibrant|Earth tones,Dupatta/stole|Handbag/tote|Western jewellery/minimalist,Casual outings/weekend|Formal meetings/interviews,0,Trend/social media|Friend/family recommendation,3,Yes regularly,Uncomfortable,Travel packing assistant|Weather-based dressing,250-499,2,2,Friends and family,I follow trends,Indifferent - just clothes,Somewhat concerned - mix it up,Important - but dont always follow through,Almost never - buy intentionally,3,3,4,2,4,7.8,0,43.7,44,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0330,18-24,Woman,Metro,Freelancer/gig worker,,57500,71-100,85,40,Local market,More than once a month,5757,3500,2000-5000,Streetwear/athleisure|Casual/everyday basics,Kurta/kurti|Saree,Georgette/chiffon|Silk Banarasi/Kanjeevaram|Printed/block print,Bright/vibrant|Neutrals,Jhumkas/traditional jewellery|Heels/formal footwear|Dupatta/stole,Formal meetings/interviews|Casual outings/weekend|Daily office/college,24,Brand name|Price/discount|Trend/social media,3,No but aware,Comfortable with privacy controls,Smart shopping|Daily outfit suggestions|Wardrobe gap analysis,1-99,4,3,Pinterest/mood boards|Bollywood/OTT celebrities,I follow trends,Overwhelmed - too many choices,Very concerned - avoid it,Important - but dont always follow through,Very often - impulse habit,4,2,4,3,3,5.1,1,25.6,52,Aspiring Premium,None,Unlikely - not for me,Not Interested
R0331,25-34,Woman,Metro,Freelancer/gig worker,75001-150000,112500,41-70,55,55,Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,7667,10000,5001-15000,Western formal|Indo-western fusion|Traditional ethnic,Kurta/kurti,I dont own sarees,Pastels|Printed/mixed patterns|Earth tones,Kolhapuris/juttis|Western jewellery/minimalist|Cap/hair accessories,Date night/parties,0,Trend/social media|Brand name,2,No but aware,Completely comfortable,Daily outfit suggestions|Smart shopping|Style DNA report,500-999,4,5,Instagram Reels/posts|Bollywood/OTT celebrities,I follow trends,Confident - wardrobe works,Neutral - depends,Neutral - consider sometimes,Occasionally 1 in 5,4,3,4,5,4,2.5,0,42.3,50,Aspiring Premium,None,"Might use, depends on features",Interested
R0332,18-24,Man,Metro,Salaried private,20001-40000,30000,41-70,55,55,Instagram/social commerce|In-store mall/high street|Amazon/Flipkart,Once every 2-3 months,2525,10000,5001-15000,Western formal|Streetwear/athleisure,Kurta/kurti|Lehenga|None,,Pastels|Monochrome,Cap/hair accessories|Sneakers/casual shoes|Jhumkas/traditional jewellery,Casual outings/weekend,5,Price/discount|Friend/family recommendation|Trend/social media,3,Yes regularly,Comfortable with privacy controls,Wardrobe gap analysis|Weather-based dressing,1-99,3,3,App recommendations,Dress for the occasion,Frustrated - lots but stuck,Somewhat concerned - mix it up,Not a priority - price first,Sometimes 1 in 3,2,2,4,3,3,2.5,0,13.8,70,Aspiring Premium,None,"Might use, depends on features",Interested
R0333,18-24,Man,Rural,Salaried govt/PSU,20001-40000,30000,71-100,85,30,Brand website|Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion,Seasonally,1766,1000,Below 2000,Casual/everyday basics,Kurta/kurti|Dhoti/lungi,I dont own sarees,Printed/mixed patterns,Watch/smartwatch|Jhumkas/traditional jewellery|Heels/formal footwear|Sneakers/casual shoes,Formal meetings/interviews|Weddings/festive|Casual outings/weekend,17,Occasion need|Trend/social media|Price/discount,4,No but aware,Neutral/unsure,Smart shopping|Wardrobe gap analysis|Daily outfit suggestions,0 free only,4,3,Bollywood/OTT celebrities,Dress to signal status,Overwhelmed - too many choices,Neutral - depends,Never thought about this,Sometimes 1 in 3,3,2,3,3,4,5.9,0,10.3,47,Budget Conscious,None,"Might use, depends on features",Interested
R0334,25-34,Woman,Metro,Salaried private,,12000,More than 100,120,25,Myntra/Ajio/Nykaa Fashion,More than once a month,611,10000,5001-15000,Indo-western fusion|Casual/everyday basics,Lehenga|Dhoti/lungi|Salwar kameez/churidar,I dont own sarees,Neutrals|Printed/mixed patterns|Jewel tones,Watch/smartwatch|Jhumkas/traditional jewellery,Casual outings/weekend|Weddings/festive|Daily office/college,40,Trend/social media|Sustainability/ethical brand,4,Yes regularly,Neutral/unsure,Occasion outfit planner|Travel packing assistant|Daily outfit suggestions,100-249,5,3,Instagram Reels/posts|Pinterest/mood boards,I follow trends,Guilty - know I overbuy,Somewhat concerned - mix it up,,Often 1 in 2,4,,4,3,4,9.0,1,5.7,50,Urban Trendsetter,None,Unlikely - not for me,Not Interested
R0335,45-54,Woman,Tier 2,Salaried govt/PSU,75001-150000,112500,71-100,85,40,Myntra/Ajio/Nykaa Fashion,Once a month,10479,70000,40001-100000,Maximalist/statement|Minimalist/monochrome|Traditional ethnic,Salwar kameez/churidar|Saree,Silk Banarasi/Kanjeevaram|Printed/block print,Earth tones|Printed/mixed patterns|Neutrals,Western jewellery/minimalist|Handbag/tote|Cap/hair accessories|Heels/formal footwear,Weddings/festive|Daily office/college|Date night/parties,2,Trend/social media|Comfort and fabric quality|Brand name,3,Yes regularly,Neutral/unsure,Occasion outfit planner|Wardrobe gap analysis,1-99,2,1,YouTube fashion vlogs|Friends and family,Clothing is self-expression,Overwhelmed - too many choices,Very concerned - avoid it,Never thought about this,Often 1 in 2,,1,3,1,3,5.1,1,60.4,65,Ethnic Traditionalist,None,Unlikely - not for me,Not Interested
R0336,45-54,Woman,Metro,Salaried private,75001-150000,112500,20-40,30,70,Amazon/Flipkart,Once every 2-3 months,6768,10000,5001-15000,Minimalist/monochrome,Kurta/kurti|None|Salwar kameez/churidar,I dont own sarees,Neutrals|Earth tones,Sneakers/casual shoes|Heels/formal footwear|Watch/smartwatch|Jhumkas/traditional jewellery,Travel/vacation|Weddings/festive,15,Friend/family recommendation|Price/discount|Comfort and fabric quality,4,No not aware,Comfortable with privacy controls,Occasion outfit planner|Weather-based dressing|Wardrobe gap analysis,1-99,1,3,In-store browsing|Pinterest/mood boards,Dress for the occasion,Indifferent - just clothes,Not concerned - repeat freely,Neutral - consider sometimes,Occasionally 1 in 5,2,3,4,3,2,0.9,0,40.2,28,Functional Minimalist,None,Unlikely - not for me,Not Interested
R0337,45-54,Woman,Tier 2,Salaried govt/PSU,20001-40000,30000,20-40,30,70,In-store mall/high street|Amazon/Flipkart|Myntra/Ajio/Nykaa Fashion,Once every 2-3 months,1898,27500,15001-40000,Minimalist/monochrome|Casual/everyday basics|Traditional ethnic,Sherwani/bandgala,I dont own sarees,Bright/vibrant|Neutrals,Jhumkas/traditional jewellery|Handbag/tote,Formal meetings/interviews|Casual outings/weekend|Weddings/festive,38,Comfort and fabric quality|Price/discount|Brand name,2,Yes tried once or twice,Neutral/unsure,Occasion outfit planner|Wardrobe gap analysis|Smart shopping,0 free only,2,2,Bollywood/OTT celebrities|YouTube fashion vlogs,Clothing is self-expression,Overwhelmed - too many choices,Neutral - depends,Not a priority - price first,Very often - impulse habit,2,3,4,2,3,0.9,1,15.7,44,Budget Conscious,None,Definitely not interested,Not Interested
